start,end,VAR00003,location,age,education,illiterateReason,address,schoolLeakage,workingStatus,socialStatus,ageOfMarriage,reasonOfMarriage,pregnant,disability,typeOfDisability,livingWithFamily,whereDoYouLive,whyLivingOutsideFamily,Version,ID,UUID,SubmissionTime,Index,gazaOrWestBank,type
2017-12-12T18:27:44.282+02,2017-12-12T18:28:28.433+02,null,North of Gaza,15 - 16,Secondary education,null,Refugee camp,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309799,ac0bc01d-d3dd-47b0-84bc-2fee6d133497,2017-12-12T16:37:06,808,Gaza,adolescentGirls
2017-12-12T18:28:31.775+02,2017-12-12T18:29:09.653+02,null,North of Gaza,17 - 18,Secondary education,Economic conditions,Village,No,Unemployed,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309801,ef9e0348-e851-4c75-b348-acb5d9bc96a0,2017-12-12T16:37:06,809,Gaza,adolescentGirls
2017-12-12T18:29:17.834+02,2017-12-12T18:29:54.378+02,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309802,1c1e6ae5-a878-4a18-a5f4-2bf4a498462c,2017-12-12T16:37:07,810,Gaza,adolescentGirls
2017-12-12T18:29:57.457+02,2017-12-12T18:30:34.950+02,null,North of Gaza,15 - 16,Basic education,null,City,Yes,Student,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309803,94d1370d-acbc-4425-9361-f5232c823eda,2017-12-12T16:37:07,811,Gaza,adolescentGirls
2017-12-12T18:30:40.449+02,2017-12-12T18:31:35.077+02,null,North of Gaza,15 - 16,Basic education,Marriage,City,Yes,Unemployed,Married,16 - 18,Your choice,Yes,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309804,1a9a7534-8439-44a1-8709-930d395784d0,2017-12-12T16:37:07,812,Gaza,adolescentGirls
2017-12-12T18:31:37.747+02,2017-12-12T18:32:34.521+02,null,North of Gaza,17 - 18,Secondary education,Illness,City,Yes,Unemployed,Single,19 - 21,null,null,Yes,Other,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309805,4343fc2b-6554-43ec-95ce-3f1dc362ad08,2017-12-12T16:37:08,813,Gaza,adolescentGirls
2017-12-12T18:33:24.072+02,2017-12-12T18:33:58.034+02,null,North of Gaza,15 - 16,Basic education,Economic conditions,City,No,Unemployed,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309806,c717df57-6b67-4dfc-8704-dfa576b881ea,2017-12-12T16:37:08,814,Gaza,adolescentGirls
2017-12-12T18:34:02.267+02,2017-12-12T18:34:35.110+02,null,North of Gaza,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309807,9c6a3e16-e499-442f-826c-24da7139753f,2017-12-12T16:37:08,815,Gaza,adolescentGirls
2017-12-12T18:36:57.673+02,2017-12-12T18:37:33.568+02,null,Noor Shams Refugees Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309830,fa7494ee-649c-4e35-a7fa-493d37ca09bc,2017-12-12T16:37:35,816,West Bank,adolescentGirls
2017-12-12T18:37:42.510+02,2017-12-12T18:38:24.539+02,null,Noor Shams Refugees Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309847,f94ad52e-5ead-421c-8a00-615d45615a0b,2017-12-12T16:38:26,817,West Bank,adolescentGirls
2017-12-12T18:38:29.231+02,2017-12-12T18:39:01.498+02,null,Noor Shams Refugees Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309857,1978ceb9-5373-44db-8e9a-3970d9f4f88d,2017-12-12T16:39:03,818,West Bank,adolescentGirls
2017-12-12T18:39:07.207+02,2017-12-12T18:39:40.431+02,null,Noor Shams Refugees Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309869,04445f09-8905-4580-9250-621872beba1c,2017-12-12T16:39:42,819,West Bank,adolescentGirls
2017-12-12T18:39:47.931+02,2017-12-12T18:40:20.123+02,null,Noor Shams Refugees Camp,13 - 14,Basic education,null,Refugee camp,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7309892,b83b959c-8c14-4277-aab2-4f3eb70a7146,2017-12-12T16:40:22,820,West Bank,adolescentGirls
2017-12-11T11:33:33.129+02,2017-12-11T11:34:42.842+02,null,Qalqeleh City,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310944,501b37f0-35cc-4201-964f-38d8e43c297e,2017-12-12T17:20:01,821,West Bank,adolescentGirls
2017-12-11T12:03:33.000+02,2017-12-11T12:04:35.367+02,null,Qalqeleh City,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310946,e5d871e1-8f8f-4323-bc17-5c6a38808b8c,2017-12-12T17:20:02,822,West Bank,adolescentGirls
2017-12-11T12:11:45.462+02,2017-12-11T12:13:40.503+02,null,Qalqeleh City,15 - 16,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310948,f47d4d31-f3e4-48dd-b1ee-a65211c365a8,2017-12-12T17:20:02,823,West Bank,adolescentGirls
2017-12-11T12:16:34.718+02,2017-12-11T12:17:46.010+02,null,Qalqeleh City,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310949,bf7bd232-228f-4eb1-bd17-77c9ba63f503,2017-12-12T17:20:03,824,West Bank,adolescentGirls
2017-12-11T12:30:19.648+02,2017-12-11T12:31:37.817+02,null,Qalqeleh City,17 - 18,Secondary education,null,City,No,Student,Married,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310952,db7dba8e-2e65-43c1-ac85-c0dfe0f6449a,2017-12-12T17:20:04,825,West Bank,adolescentGirls
2017-12-11T13:25:18.658+02,2017-12-11T13:26:54.124+02,null,Qalqeleh City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310953,81472c18-8f68-48a2-8c27-cbadf62581db,2017-12-12T17:20:05,826,West Bank,adolescentGirls
2017-12-11T13:28:56.492+02,2017-12-11T13:30:08.265+02,null,Qalqeleh City,13 - 14,Basic education,null,City,No,Student,Single,19 - 21,null,null,Yes,Mobility impairment,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310954,a5036bd9-03fb-4212-89f6-acffdf07f3c4,2017-12-12T17:20:05,827,West Bank,adolescentGirls
2017-12-11T13:30:55.860+02,2017-12-11T13:31:47.204+02,null,Qalqeleh City,15 - 16,Basic education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310955,09753b13-b132-4aec-b4cf-2d18152a6a0b,2017-12-12T17:20:06,828,West Bank,adolescentGirls
2017-12-11T13:37:23.576+02,2017-12-11T13:40:28.227+02,null,Qalqeleh City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310957,45abd1b6-b2b2-495f-a653-7c21f56dc933,2017-12-12T17:20:06,829,West Bank,adolescentGirls
2017-12-11T13:43:16.458+02,2017-12-11T13:44:34.271+02,null,Qalqeleh City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310958,6014e799-fd35-4d10-9f6c-7d1bed244618,2017-12-12T17:20:06,830,West Bank,adolescentGirls
2017-12-11T13:45:25.736+02,2017-12-11T13:46:15.032+02,null,Qalqeleh City,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310960,38298046-8544-4e0d-bde6-4c2f20f71b22,2017-12-12T17:20:07,831,West Bank,adolescentGirls
2017-12-11T13:48:12.016+02,2017-12-11T13:49:52.627+02,null,Qalqeleh City,17 - 18,Secondary education,null,City,No,Student,Married,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310962,fb634e5f-c852-4408-b4ba-8a9afe68ede2,2017-12-12T17:20:07,832,West Bank,adolescentGirls
2017-12-11T13:49:58.141+02,2017-12-11T13:51:21.865+02,null,Qalqeleh City,17 - 18,Secondary education,null,City,No,Student,Married,16 - 18,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310964,02233ad1-a6bb-450c-b6df-b0b3ebb6a39b,2017-12-12T17:20:08,833,West Bank,adolescentGirls
2017-12-11T13:51:59.476+02,2017-12-11T13:52:47.665+02,null,Qalqeleh City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310966,5b70cbe2-aa39-4627-8ff5-208ec8c0884e,2017-12-12T17:20:08,834,West Bank,adolescentGirls
2017-12-11T14:33:12.469+02,2017-12-11T14:34:07.133+02,null,Azzon,13 - 14,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310970,089a2697-b4e0-48e4-8466-b79584782f50,2017-12-12T17:20:09,835,West Bank,adolescentGirls
2017-12-11T14:42:48.029+02,2017-12-11T14:43:43.448+02,null,Azzon,15 - 16,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310972,a1ff7e43-897d-46a1-a53b-3e7dd1e52356,2017-12-12T17:20:10,836,West Bank,adolescentGirls
2017-12-11T14:54:22.279+02,2017-12-11T14:55:07.457+02,null,Azzon,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310976,caf253b3-9b7f-48af-bfd4-dcc202d1d130,2017-12-12T17:20:12,837,West Bank,adolescentGirls
2017-12-11T14:56:33.353+02,2017-12-11T14:57:37.327+02,null,Azzon,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,Yes,Hearing impairment,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310977,d7633faa-b123-4736-b15e-7a691ddf7b2c,2017-12-12T17:20:12,838,West Bank,adolescentGirls
2017-12-11T14:58:32.750+02,2017-12-11T14:59:27.234+02,null,Azzon,17 - 18,Secondary education,null,Village,No,Student,Married,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310978,56ea29e0-b1b1-418f-9bd6-51cbbb5e1053,2017-12-12T17:20:12,839,West Bank,adolescentGirls
2017-12-11T15:02:17.335+02,2017-12-11T15:03:08.934+02,null,Azzon,15 - 16,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310979,d9ac5468-aa99-4df2-94ec-cde4904d25d5,2017-12-12T17:20:13,840,West Bank,adolescentGirls
2017-12-11T15:03:18.721+02,2017-12-11T15:04:26.110+02,null,Azzon,15 - 16,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310980,eeef2b0e-dd0b-4793-906b-a7ff49b4acdc,2017-12-12T17:20:13,841,West Bank,adolescentGirls
2017-12-11T15:09:17.859+02,2017-12-11T15:10:26.135+02,null,Azzon,17 - 18,Secondary education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310981,95d50c38-4397-408d-8581-2885cf42eb4b,2017-12-12T17:20:14,842,West Bank,adolescentGirls
2017-12-11T15:12:59.259+02,2017-12-11T15:13:39.067+02,null,Azzon,15 - 16,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310982,8b4462c7-d918-483c-9abb-f838308bf672,2017-12-12T17:20:14,843,West Bank,adolescentGirls
2017-12-12T16:17:41.473+02,2017-12-12T16:18:32.865+02,null,Haja Village,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310983,634b6e2c-8c9b-4f5f-9977-8ebeaba7ddff,2017-12-12T17:20:15,844,West Bank,adolescentGirls
2017-12-12T16:22:15.904+02,2017-12-12T16:23:16.277+02,null,Haja Village,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310985,a961a2b8-7d7d-4503-9b8c-791eef7ad491,2017-12-12T17:20:16,845,West Bank,adolescentGirls
2017-12-12T16:26:33.087+02,2017-12-12T16:28:53.269+02,null,Haja Village,15 - 16,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310986,5065d7fa-7c9e-4f9b-96e3-481175b788b6,2017-12-12T17:20:16,846,West Bank,adolescentGirls
2017-12-12T16:51:40.383+02,2017-12-12T16:52:34.492+02,null,Haja Village,13 - 14,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310989,f3f93975-4fbe-4393-84a8-55da7f5d5e78,2017-12-12T17:20:17,847,West Bank,adolescentGirls
2017-12-12T17:03:00.263+02,2017-12-12T17:04:11.053+02,null,Haja Village,15 - 16,Basic education,null,Village,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310991,944d2ee4-e68b-43cf-a7b4-fd9050d92c18,2017-12-12T17:20:18,848,West Bank,adolescentGirls
2017-12-12T17:05:53.622+02,2017-12-12T17:07:05.678+02,null,Haja Village,17 - 18,Secondary education,null,Village,No,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7310992,ce5c6366-1e6c-4a30-82d0-87859cf1d751,2017-12-12T17:20:18,849,West Bank,adolescentGirls
2017-12-12T06:54:08.945+02,2017-12-12T11:33:09.185+02,null,Gaza Middle,15 - 16,Basic education,Illness,Refugee camp,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312707,75f78e10-d875-4ed8-8a4e-5e8e69c5e9cd,2017-12-12T19:22:07,850,Gaza,adolescentGirls
2017-12-12T09:51:50.776+02,2017-12-12T09:52:46.949+02,null,Deir Al Balah,13 - 14,Basic education,Economic conditions,Village,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312708,80a40c75-117f-41aa-9413-bb8465037fa9,2017-12-12T19:22:07,851,Gaza,adolescentGirls
2017-12-12T11:19:05.722+02,2017-12-12T11:20:14.243+02,null,Deir Al Balah,13 - 14,Basic education,Illness,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312716,50468c2a-59e3-4b25-9d5e-6efb727fc2e0,2017-12-12T19:22:10,852,Gaza,adolescentGirls
2017-12-12T11:20:24.540+02,2017-12-12T11:21:17.737+02,null,Deir Al Balah,15 - 16,Secondary education,Illness,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312717,f2ad2a53-fced-4ac3-99f8-e92903096533,2017-12-12T19:22:10,853,Gaza,adolescentGirls
2017-12-12T11:21:34.118+02,2017-12-12T11:23:07.801+02,null,Deir Al Balah,15 - 16,Secondary education,Illness,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312718,982fb878-8a3a-46ab-95a3-07c9ca7f6f7e,2017-12-12T19:22:11,854,Gaza,adolescentGirls
2017-12-12T11:23:22.503+02,2017-12-12T11:24:42.507+02,null,Deir Al Balah,13 - 14,Basic education,Economic conditions,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312719,108ad782-7b31-406e-a609-e86bbe5b8646,2017-12-12T19:22:11,855,Gaza,adolescentGirls
2017-12-12T11:24:57.971+02,2017-12-12T11:25:54.931+02,null,Deir Al Balah,13 - 14,Basic education,Economic conditions,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,No,With relatives,Orphan,vBfZBbTvzh8aQdmbds9u87,7312720,a51e263b-f538-4066-9ac1-2a75d6e9e126,2017-12-12T19:22:12,856,Gaza,adolescentGirls
2017-12-12T11:26:07.827+02,2017-12-12T11:27:21.345+02,null,Deir Al Balah,17 - 18,Secondary education,Illness,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312721,de42126f-c6c0-433c-8f6c-f2f8e37ad458,2017-12-12T19:22:12,857,Gaza,adolescentGirls
2017-12-12T11:57:49.408+02,2017-12-12T11:58:39.191+02,null,Gaza Middle,13 - 14,Basic education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312722,f4072973-df4f-42a0-b34e-12a1093c95d5,2017-12-12T19:22:12,858,Gaza,adolescentGirls
2017-12-12T11:59:02.063+02,2017-12-12T12:00:08.648+02,null,Gaza Middle,17 - 18,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312723,41f4f1ff-c0a1-4980-a45c-836245984ec0,2017-12-12T19:22:13,859,Gaza,adolescentGirls
2017-12-12T12:16:37.461+02,2017-12-12T12:18:09.955+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Refugee camp,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312727,7cacfd12-14a0-4f36-a08c-2c0ba268635e,2017-12-12T19:22:14,860,Gaza,adolescentGirls
2017-12-12T12:18:15.995+02,2017-12-12T12:19:04.752+02,null,Gaza Middle,15 - 16,Basic education,Illness,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312728,7d0f70e1-9b8b-4288-b50f-9a09fe958a1e,2017-12-12T19:22:15,861,Gaza,adolescentGirls
2017-12-12T12:19:37.754+02,2017-12-12T12:20:32.363+02,null,Gaza Middle,13 - 14,Basic education,Illness,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312729,46094732-1e76-44ff-bad1-9925504ca9f5,2017-12-12T19:22:15,862,Gaza,adolescentGirls
2017-12-12T12:21:06.559+02,2017-12-12T12:21:47.326+02,null,Gaza Middle,13 - 14,Basic education,Illness,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312730,4e9158e3-a1bd-420f-be5b-ab188d3335d7,2017-12-12T19:22:16,863,Gaza,adolescentGirls
2017-12-12T12:22:03.657+02,2017-12-12T12:24:29.419+02,null,Gaza Middle,15 - 16,Basic education,Family force,Refugee camp,No,Unemployed,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312731,27f9f751-b27b-4ba2-a2e1-27ab9d93ab1f,2017-12-12T19:22:16,864,Gaza,adolescentGirls
2017-12-12T12:25:27.603+02,2017-12-12T12:27:32.871+02,null,Gaza Middle,15 - 16,Basic education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312732,7f89391a-a029-4657-8168-9537f01793fe,2017-12-12T19:22:17,865,Gaza,adolescentGirls
2017-12-12T12:27:56.667+02,2017-12-12T12:29:39.335+02,null,Gaza Middle,15 - 16,Basic education,Family force,Refugee camp,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312733,0dc287b9-ed52-46d7-9727-d47f61715a05,2017-12-12T19:22:17,866,Gaza,adolescentGirls
2017-12-12T12:36:40.022+02,2017-12-12T12:39:54.413+02,null,Gaza Middle,13 - 14,Basic education,Illness,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312735,2c7f782c-2c27-4a1e-aa53-26d78225ab76,2017-12-12T19:22:18,867,Gaza,adolescentGirls
2017-12-12T13:40:07.403+02,2017-12-12T13:40:53.438+02,null,Deir Al Balah,13 - 14,Basic education,Illness,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312740,4eb7fef3-29a6-4a1b-9277-33aa452c158c,2017-12-12T19:22:21,868,Gaza,adolescentGirls
2017-12-12T13:41:50.513+02,2017-12-12T13:43:15.262+02,null,Gaza Middle,13 - 14,Basic education,Illness,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312741,8b503e8d-8014-48ea-8a8f-279906967e61,2017-12-12T19:22:21,869,Gaza,adolescentGirls
2017-12-12T15:19:54.275+02,2017-12-12T15:22:07.538+02,null,Deir Al Balah,17 - 18,Secondary education,Economic conditions,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312744,40af86bd-e0d4-4a22-b7e8-69fd4f8159d9,2017-12-12T19:22:22,870,Gaza,adolescentGirls
2017-12-12T15:22:25.773+02,2017-12-12T15:25:04.033+02,null,Deir Al Balah,15 - 16,Basic education,Illness,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312745,eff13754-b943-415d-b10b-5c4f912e56d0,2017-12-12T19:22:23,871,Gaza,adolescentGirls
2017-12-12T15:25:45.977+02,2017-12-12T15:28:23.517+02,null,Gaza Middle,15 - 16,Secondary education,Illness,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312746,cd45a6d5-33e3-48b1-9958-4190113440ef,2017-12-12T19:22:23,872,Gaza,adolescentGirls
2017-12-12T15:32:04.411+02,2017-12-12T15:33:33.750+02,null,Gaza Middle,15 - 16,Basic education,Illness,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312747,30e28c12-24fe-41f3-a2a1-a90f6107048f,2017-12-12T19:22:24,873,Gaza,adolescentGirls
2017-12-12T21:13:41.437+02,2017-12-12T21:14:29.051+02,null,Hebron City,17 - 18,Secondary education,Economic conditions,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312817,707189c4-2068-4617-ad92-9312e111fcca,2017-12-12T19:35:35,874,West Bank,adolescentGirls
2017-12-12T21:14:38.937+02,2017-12-12T21:15:19.548+02,null,Hebron City,15 - 16,Secondary education,Illness,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312818,9ec2ebbe-3898-4e16-889f-6db0ebeb27c6,2017-12-12T19:35:36,875,West Bank,adolescentGirls
2017-12-12T21:15:22.477+02,2017-12-12T21:16:06.484+02,null,Hebron City,13 - 14,Basic education,Family force,City,Yes,Unemployed,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312819,541121c1-44a7-476f-b565-9ca3f79b2c62,2017-12-12T19:35:36,876,West Bank,adolescentGirls
2017-12-12T21:16:23.082+02,2017-12-12T21:17:40.095+02,null,Hebron City,15 - 16,Secondary education,Marriage,City,Yes,Looking for a job,Married,19 - 21,Your choice,Yes,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312820,5dec64b7-7aac-40d1-a5d1-6d07ec72189d,2017-12-12T19:35:37,877,West Bank,adolescentGirls
2017-12-12T21:17:43.959+02,2017-12-12T21:18:37.773+02,null,Hebron City,17 - 18,Secondary education,Marriage,City,Yes,Student,Married,19 - 21,Your choice,No,Yes,Visual impairment,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312821,f1979d6d-ba37-429b-961d-91c8be5548cf,2017-12-12T19:35:37,878,West Bank,adolescentGirls
2017-12-12T21:18:47.285+02,2017-12-12T21:19:35.246+02,null,Hebron City,15 - 16,Illiterate,Economic conditions,City,Yes,Unemployed,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312823,6cb2d5ff-f999-4b2b-9d5a-5e3418c52296,2017-12-12T19:35:39,879,West Bank,adolescentGirls
2017-12-12T21:19:45.190+02,2017-12-12T21:21:06.150+02,null,Hebron City,17 - 18,Basic education,Illness,City,Yes,Working,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312824,a7c9b912-9dee-49f2-a80f-419874858379,2017-12-12T19:35:39,880,West Bank,adolescentGirls
2017-12-12T21:21:08.559+02,2017-12-12T21:22:01.901+02,null,Hebron City,17 - 18,Secondary education,Marriage,City,No,Student,Engaged,More than 25,Your choice,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312825,eed1ba8b-8ac8-42ad-a462-3976de9ad0da,2017-12-12T19:35:40,881,West Bank,adolescentGirls
2017-12-12T21:22:08.513+02,2017-12-12T21:22:53.350+02,null,Hebron City,17 - 18,Secondary education,Family force,City,Yes,Looking for a job,Married,22 - 25,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312827,7d12e06c-0ace-4557-ae07-11dcd99209d3,2017-12-12T19:35:41,882,West Bank,adolescentGirls
2017-12-12T21:23:03.391+02,2017-12-12T21:23:41.377+02,null,Hebron City,15 - 16,Basic education,Economic conditions,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7312828,0f686cb6-4cf7-4a49-a964-41187aaa9285,2017-12-12T19:35:41,883,West Bank,adolescentGirls
2017-12-12T22:13:27.783+02,2017-12-12T22:13:58.377+02,null,Hebron City,15 - 16,Basic education,Illness,Refugee camp,Yes,Unemployed,Single,19 - 21,null,null,Yes,Mobility impairment,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7313380,604846de-74e6-49b2-b628-8b87429b1388,2017-12-12T20:17:48,884,West Bank,adolescentGirls
